inventory_id,source_path,line,anchor,rule_text,extraction_basis,decision_kind,language,domain,backend_expected,detector_expected,fixture_expected,test_expected,failure_criterion,source_hash
ARS-RULE-00248,ai-ressources/code-conventions/database.md,11,#1-core-principles,Prefer relational modeling over generic unstructured storage,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00249,ai-ressources/code-conventions/database.md,12,#1-core-principles,"Enforce invariants in the database, not only in application code",list-or-table-row,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00250,ai-ressources/code-conventions/database.md,13,#1-core-principles,Never use database triggers for business logic,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00255,ai-ressources/code-conventions/database.md,22,#3-table-design,Avoid polymorphic relations unless absolutely necessary,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00261,ai-ressources/code-conventions/database.md,34,#6-foreign-keys,Mandatory unless strong reason exists. Referential integrity enforced by database,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00263,ai-ressources/code-conventions/database.md,36,#6-foreign-keys,Never rely solely on application code for referential integrity,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00265,ai-ressources/code-conventions/database.md,40,#7-multi-tenant-data-isolation,Queries must always include ownership scope:,list-or-table-row+normative-keyword+colon-normative,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00269,ai-ressources/code-conventions/database.md,61,#9-query-typing-schema-safety,Column rename/removal should break at build/type-check time when possible,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00270,ai-ressources/code-conventions/database.md,62,#9-query-typing-schema-safety,"Avoid untyped `row[""name""]` — prefer typed ORM, typed query builder, or schema-generated types",list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00272,ai-ressources/code-conventions/database.md,66,#10-query-rules,Never `SELECT *` — select only required columns,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00273,ai-ressources/code-conventions/database.md,67,#10-query-rules,Avoid overfetching and repeated round-trips,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00274,ai-ressources/code-conventions/database.md,70,#11-pagination,"Always bounded, never unbounded lists",list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00275,ai-ressources/code-conventions/database.md,71,#11-pagination,**Avoid OFFSET on large tables** — cost grows as O(OFFSET + LIMIT),list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00276,ai-ressources/code-conventions/database.md,72,#11-pagination,**Use keyset pagination** — cost is O(LIMIT):,list-or-table-row+normative-keyword+colon-normative,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00277,ai-ressources/code-conventions/database.md,82,#12-n-1-queries,Never: 1 query for parents + 1 query per child row,list-or-table-row+normative-keyword+colon-normative,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00278,ai-ressources/code-conventions/database.md,83,#12-n-1-queries,"Use joins, grouped queries, or batch loading",list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00279,ai-ressources/code-conventions/database.md,86,#13-batch-operations,Avoid many small inserts/updates — batch them:,list-or-table-row+normative-keyword+colon-normative,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00280,ai-ressources/code-conventions/database.md,93,#14-filter-in-database,Never load a large dataset then filter in application code,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00287,ai-ressources/code-conventions/database.md,106,#17-like-searches,"Prefer: prefix search, full-text search, or specialized indexing",list-or-table-row+normative-keyword+colon-normative,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00288,ai-ressources/code-conventions/database.md,109,#18-large-in-lists,Avoid `WHERE id IN (10000 values)`,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00289,ai-ressources/code-conventions/database.md,110,#18-large-in-lists,"Use: temporary tables, join tables, or batching",list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00292,ai-ressources/code-conventions/database.md,117,#20-batch-large-deletes,Never delete millions of rows at once — delete in batches,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00299,ai-ressources/code-conventions/database.md,131,#24-concurrency,Never assume read-then-write is safe,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00300,ai-ressources/code-conventions/database.md,132,#24-concurrency,"Use: unique constraints, transactions, optimistic locking, version fields, idempotency keys",list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00302,ai-ressources/code-conventions/database.md,136,#25-idempotent-operations,"Use: unique operation IDs, request IDs, external reference keys",list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00304,ai-ressources/code-conventions/database.md,140,#26-migrations,Migrations must be reviewed. Avoid unsafe changes on large tables,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00305,ai-ressources/code-conventions/database.md,143,#27-safe-schema-evolution,Never add non-null columns to large tables in one step or drop columns still used by code,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00308,ai-ressources/code-conventions/database.md,153,#30-fundamental-principle,Efficient query = index seek → read small subset → return. Avoid: scan large table → filter → sort → discard.,normative-keyword+colon-normative,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00309,ai-ressources/code-conventions/database.md,156,#31-input-normalization-validation-parameter-safety,"External inputs must **never** reach the database layer without normalization, validation, authorization checks and safe parameterization.",normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00315,ai-ressources/code-conventions/database.md,168,#parameterized-queries-mandatory,All external values via **bind parameters** — never string interpolation,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00319,ai-ressources/code-conventions/database.md,173,#non-parameterizable-elements,"Must come from **strict internal whitelists**, never from raw input",list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00321,ai-ressources/code-conventions/database.md,175,#non-parameterizable-elements,Never: `ORDER BY ${userInput}`,list-or-table-row+normative-keyword+colon-normative,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00324,ai-ressources/code-conventions/database.md,179,#pre-query-input-validation,"Pagination/batch params (`limit`, `offset`, `batchSize`, `pageSize`): always clamped — `clamp(limit, 1, 100)`",list-or-table-row+normative-keyword+colon-normative,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00326,ai-ressources/code-conventions/database.md,182,#text-search-safety,"Wildcards added to **bound parameter value**, never to SQL string",list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:12a521adb125ef224f47b1cf8c6ee92d187e75265d5cda8f7b009a9491df69c4
ARS-RULE-00329,ai-ressources/code-conventions/delphi.md,27,#3-try-finally-for-local-objects,Objects created for internal use must always be freed with `try/finally`.,normative-keyword,executable-candidate,delphi,code,source-family:delphi_code,source-family.delphi_code.detector,generated/delphi_code,pytest:tests/test_conventions_source_family_checks.py::delphi_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:72fdc6faeaa90e10336c1947b631f3766481533b7b030d5b9428f2152f65632c
ARS-RULE-00331,ai-ressources/code-conventions/delphi.md,38,#4-use-raise-not-raise-e,Always bare `raise;` to preserve the original stack trace.,normative-keyword,executable-candidate,delphi,code,source-family:delphi_code,source-family.delphi_code.detector,generated/delphi_code,pytest:tests/test_conventions_source_family_checks.py::delphi_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:72fdc6faeaa90e10336c1947b631f3766481533b7b030d5b9428f2152f65632c
ARS-RULE-00333,ai-ressources/code-conventions/delphi.md,42,#6-freeandnil-only-for-persistent-fields,Use `FreeAndNil(FCache)` only for fields that may be accessed later. Local vars: just `.Free`.,normative-keyword+colon-normative,executable-candidate,delphi,code,source-family:delphi_code,source-family.delphi_code.detector,generated/delphi_code,pytest:tests/test_conventions_source_family_checks.py::delphi_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:72fdc6faeaa90e10336c1947b631f3766481533b7b030d5b9428f2152f65632c
ARS-RULE-00337,ai-ressources/code-conventions/delphi.md,50,#9-prefer-const-parameters,Use `const` for unmodified parameters — avoids unnecessary copies: `procedure Process(const Value: string);`,normative-keyword+colon-normative,executable-candidate,delphi,code,source-family:delphi_code,source-family.delphi_code.detector,generated/delphi_code,pytest:tests/test_conventions_source_family_checks.py::delphi_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:72fdc6faeaa90e10336c1947b631f3766481533b7b030d5b9428f2152f65632c
ARS-RULE-00339,ai-ressources/code-conventions/delphi.md,52,#10-avoid-unnecessary-temporaries,Don't create objects when the operation can be done directly.,normative-keyword,executable-candidate,delphi,code,source-family:delphi_code,source-family.delphi_code.detector,generated/delphi_code,pytest:tests/test_conventions_source_family_checks.py::delphi_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:72fdc6faeaa90e10336c1947b631f3766481533b7b030d5b9428f2152f65632c
ARS-RULE-00341,ai-ressources/code-conventions/delphi.md,54,#11-never-leak-objects-in-loops,Objects created inside loops must always be freed (`try/finally` in loop body).,normative-keyword,executable-candidate,delphi,code,source-family:delphi_code,source-family.delphi_code.detector,generated/delphi_code,pytest:tests/test_conventions_source_family_checks.py::delphi_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:72fdc6faeaa90e10336c1947b631f3766481533b7b030d5b9428f2152f65632c
ARS-RULE-00346,ai-ressources/code-conventions/delphi.md,65,#14-never-swallow-exceptions,No empty `except end;` blocks. Always log then re-raise.,normative-keyword,executable-candidate,delphi,code,source-family:delphi_code,source-family.delphi_code.detector,generated/delphi_code,pytest:tests/test_conventions_source_family_checks.py::delphi_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:72fdc6faeaa90e10336c1947b631f3766481533b7b030d5b9428f2152f65632c
ARS-RULE-00347,ai-ressources/code-conventions/delphi.md,67,#15-small-single-responsibility-functions,Functions should perform one clear task.,normative-keyword,executable-candidate,delphi,code,source-family:delphi_code,source-family.delphi_code.detector,generated/delphi_code,pytest:tests/test_conventions_source_family_checks.py::delphi_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:72fdc6faeaa90e10336c1947b631f3766481533b7b030d5b9428f2152f65632c
ARS-RULE-00349,ai-ressources/code-conventions/delphi.md,71,#16-don-t-mix-ownership,Returned objects must clearly transfer ownership or be documented as shared. Never return internal fields directly.,normative-keyword,executable-candidate,delphi,code,source-family:delphi_code,source-family.delphi_code.detector,generated/delphi_code,pytest:tests/test_conventions_source_family_checks.py::delphi_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:72fdc6faeaa90e10336c1947b631f3766481533b7b030d5b9428f2152f65632c
ARS-RULE-00351,ai-ressources/code-conventions/delphi.md,79,#19-async-when-possible,Prefer asynchronous flows over blocking operations when the framework supports it.,normative-keyword,executable-candidate,delphi,code,source-family:delphi_code,source-family.delphi_code.detector,generated/delphi_code,pytest:tests/test_conventions_source_family_checks.py::delphi_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:72fdc6faeaa90e10336c1947b631f3766481533b7b030d5b9428f2152f65632c
ARS-RULE-00353,ai-ressources/code-conventions/delphi.md,84,#pre-commit-validation,"Before committing, compile with warnings treated as errors. The Delphi compiler is the primary static analysis tool — a clean compilation with zero hints/warnings is mandatory.",normative-keyword,executable-candidate,delphi,code,source-family:delphi_code,source-family.delphi_code.detector,generated/delphi_code,pytest:tests/test_conventions_source_family_checks.py::delphi_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:72fdc6faeaa90e10336c1947b631f3766481533b7b030d5b9428f2152f65632c
ARS-RULE-00357,ai-ressources/code-conventions/delphi.md,92,#delphi-specific-documentation,"**Public methods**: structured block comment with purpose, `@param`, `@return`, and main processing steps",list-or-table-row,executable-candidate,delphi,code,source-family:delphi_code,source-family.delphi_code.detector,generated/delphi_code,pytest:tests/test_conventions_source_family_checks.py::delphi_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:72fdc6faeaa90e10336c1947b631f3766481533b7b030d5b9428f2152f65632c
ARS-RULE-00365,ai-ressources/code-conventions/drizzle.md,10,#schema-design,Always export Select and Insert types:,list-or-table-row+normative-keyword+colon-normative,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:8ebd825951554dccccedba35c109695ad2a0f877e4649e7cf4ac278ead55f266
ARS-RULE-00366,ai-ressources/code-conventions/drizzle.md,27,#critical-rules,**Never change primary key types** — breaks migrations irreversibly,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:8ebd825951554dccccedba35c109695ad2a0f877e4649e7cf4ac278ead55f266
ARS-RULE-00369,ai-ressources/code-conventions/drizzle.md,30,#critical-rules,**Never write SQL migrations manually** — use `drizzle-kit generate`,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:8ebd825951554dccccedba35c109695ad2a0f877e4649e7cf4ac278ead55f266
ARS-RULE-00370,ai-ressources/code-conventions/drizzle.md,31,#critical-rules,**Never hardcode credentials** in `drizzle.config.ts`,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:8ebd825951554dccccedba35c109695ad2a0f877e4649e7cf4ac278ead55f266
ARS-RULE-00371,ai-ressources/code-conventions/drizzle.md,41,#migrations,Always test migrations locally before production,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:8ebd825951554dccccedba35c109695ad2a0f877e4649e7cf4ac278ead55f266
ARS-RULE-00373,ai-ressources/code-conventions/drizzle.md,43,#migrations,Never edit generated migration files after they've been applied,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:8ebd825951554dccccedba35c109695ad2a0f877e4649e7cf4ac278ead55f266
ARS-RULE-00375,ai-ressources/code-conventions/drizzle.md,82,#relations,Use `db.query.*` API for relation queries (not raw joins),list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:8ebd825951554dccccedba35c109695ad2a0f877e4649e7cf4ac278ead55f266
ARS-RULE-00376,ai-ressources/code-conventions/drizzle.md,85,#transactions,Use `db.batch()` for D1/SQLite multi-statement operations,list-or-table-row+normative-keyword,executable-candidate,sql,code,source-family:database_sql,source-family.database_sql.detector,generated/database_sql,pytest:tests/test_conventions_source_family_checks.py::database_sql,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:8ebd825951554dccccedba35c109695ad2a0f877e4649e7cf4ac278ead55f266
